uniqueID,sample,year,sitecode,species_4code_IBP,territories,orig_site_name,revised_site_name,dominant_ELC_site_type,dominant_ELC_site_code,site_size_ha,lat_dd,long_dd,siteform,sp_common_name_uppercase_IBP,sp_scientific_name_IBP,species_4code_IBP,species_6code_IBP,species_4code_LPBBC,BOTW_reference,sp_weight_g,weight_reference,habitat_guild_BOTW,food_item_BOTW,nest_guild_BOTW,forage_behavior_BOTW,conservation_status_BOTW,food_foraging_guild_degraaf,habitat_foraging_guild_degraaf,behaviour_foraging_guild_degraaf,sp_common_name_uppercase_NHIC,sp_scientific_name_NHIC,sp_common_name_lowercase_NHIC,sp_common_name_noun_NHIC,sp_common_name_sentence_NHIC,sp_author_NHIC,sp_french_name_NHIC,sp_common_name_AOS,sp_french_name_AOS,sp_order_AOS,sp_family_AOS,sp_subfamily_name_AOS,sp_genus_AOS,sp_scientific_name_AOS,status_introduced_AOS,sp_common_name_PFN,sp_Ojibwe_name_PFN,sp_name_meaning_PFN,sp_latin_name_PFN,Breeding.Biome,Winter.Biome,Family,bird.group,Migrate,AI,native,popest,popestlci,popestuci,first_year_popest,last_year_popest,Pop.source,Trajectory_data_source,Trajectory_firstyear,Trajectory_lastyear,Loss_med,Loss_lci,Loss_uci,Loss_lqrt,Loss_uqrt,PopUsCa,PopLC95,PopUC95,TimeAdj.meanlog,TimeAdj.sdlog,Distance Adj.,Pair Adj.
2021_RARO_TRES,2021_RARO,2021,RARO,TRES,5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Tree Swallow,Tachycineta bicolor,TRES,TACBIC,TRES,"Winkler, D. W., Hallinger, K. K., Ardia, D. R., Robertson, R. J., Stutchbury, B. J., & Cohen, R. R. (2020). Tree Swallow (Tachycineta bicolor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.treswa.01species_shared.bow.project_name",21.55,Long Point Bird Observatory,lakes and ponds,insects,cavity,aerial forager,low concern,Insectivore,air,screener,Tree Swallow,Tachycineta bicolor,tree swallow,tree swallow,Tree swallow,"(Vieillot, 1808)",Hirondelle bicolore,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,0,0,0,0,0,Habitat Generalist,Widespread,Hirundinidae,landbird,M,AI,native,18581775,16732180,20563777,2006,2015,PIF0615,BBS7017,1970,2017,12732185.49,10394535.39,15211117.96,11947497.3,13571231.65,18581775.27,16732180,20563777,0.136023938,0.016419183,200,1.75
2021_RARO_WAVI,2021_RARO,2021,RARO,WAVI,5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Warbling Vireo,Vireo gilvus,WAVI,VIRGIL,WAVI,"Gardali, T., & Ballard, G. (2020). Warbling Vireo (Vireo gilvus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.warvir.01species_shared.bow.project_name",13.47,Long Point Bird Observatory,open woodlands,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Warbling Vireo,Vireo gilvus,warbling vireo,warbling vireo,Warbling vireo,"(Vieillot, 1808)",Viréo mélodieux,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,0,Vireo,Vireo gilvus,0,0,0,0,0,Forest Generalist,Mexico-Central America,Vireonidae,landbird,M,other,native,52333042,46022570,58752802,2006,2015,PIF0615,BBS7017,1970,2017,-18692213.02,-24456664.29,-13608074.19,-20553992.2,-16923163.59,52333041.82,46022569.5,58752802,0.230417562,0.011166342,125,2
2021_RARO_EAWP,2021_RARO,2021,RARO,EAWP,4.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Wood-Pewee,Contopus virens,EAWP,CONVIR,EAWP,"Watt, D. J., McCarty, J. P., Kendrick, S. W., Newell, F. L., & Pyle, P. (2020). Eastern Wood-Pewee (Contopus virens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eawpew.01species_shared.bow.project_name",14.1,Long Point Bird Observatory,forests,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Wood-pewee,Contopus virens,eastern wood-pewee,eastern wood-pewee,Eastern wood-pewee,"(Linnaeus, 1766)",Pioui de l'Est,Eastern Wood-Pewee,Pioui de l'Est,Passeriformes,Tyrannidae,Fluvicolinae,Contopus,Contopus virens,0,0,0,0,0,Eastern Forest,South America,Tyrannidae,landbird,M,AI,native,6454082,5897588,7036229,2006,2015,PIF0615,BBS7017,1970,2017,5199068.396,4563751.338,5878004.75,4979383.189,5432502.567,6454082.25,5897587.5,7036229,0.110277554,0.008288144,200,2
2021_RARO_BAOR,2021_RARO,2021,RARO,BAOR,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Baltimore Oriole,Icterus galbula,BAOR,ICTGAL,BAOR,"Rising, J. D., & Flood, N. J. (2020). Baltimore Oriole (Icterus galbula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.balori.01species_shared.bow.project_name",34.12,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Omnivore,upper-canopy,forager,Baltimore Oriole,Icterus galbula,baltimore oriole,Baltimore oriole,Baltimore oriole,"(Linnaeus, 1758)",Oriole de Baltimore,Baltimore Oriole,Oriole de Baltimore,Passeriformes,Icteridae,Icterinae,Icterus,Icterus galbula,0,Baltimore Oriole,"Wa-do'-pi-bi-ne'-shi, Wadopi bineshi ",Poplar or willow bird; from its nesting on the boughs of these trees,Icterrus galbula,Eastern Forest,Widespread Neotropical,Icteridae,landbird,M,other,native,11806532,10808329,12963225,2006,2015,PIF0615,BBS7017,1970,2017,8601410.806,7298291.343,10020637.07,8136466.436,9067441.416,11806531.88,10808328.5,12963225,0.141448158,0.008339067,125,1.75
2021_RARO_GRCA,2021_RARO,2021,RARO,GRCA,4,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Gray Catbird,Dumetella carolinensis,GRCA,DUMCAR,GRCA,"Smith, R. J., Hatch, M. I., Cimprich, D. A., & Moore, F. R. (2020). Gray Catbird (Dumetella carolinensis), version 1.0. Birds of the World. https://doi.org/10.2173/bow.grycat.01species_shared.bow.project_name",35.68,Long Point Bird Observatory,open woodlands,insects,shrub,ground forager,low concern,Omnivore,ground,forager,Gray Catbird,Dumetella carolinensis,gray catbird,gray catbird,Gray catbird,"(Linnaeus, 1766)",Moqueur chat,Gray Catbird,Moqueur chat,Passeriformes,Mimidae,0,Dumetella,Dumetella carolinensis,0,0,0,0,0,Eastern Forest,Mexico-Central America,Mimidae,landbird,M,other,native,28700211,26885945,30804790,2006,2015,PIF0615,BBS7017,1970,2017,-748542.1412,-2385990.751,805912.1651,-1308625.667,-201772.8452,28700211.15,26885944.5,30804790,0.424676515,0.013687414,125,2
2021_RARO_EAKI,2021_RARO,2021,RARO,EAKI,3.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Kingbird,Tyrannus tyrannus,EAKI,TYRTYR,EAKI,"Murphy, M. T., & Pyle, P. (2020). Eastern Kingbird (Tyrannus tyrannus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easkin.01species_shared.bow.project_name",39.5,Long Point Bird Observatory,grasslands,insects,tree,flycatching,low concern,Insectivore,air,sallier,Eastern Kingbird,Tyrannus tyrannus,eastern kingbird,eastern kingbird,Eastern kingbird,"(Linnaeus, 1758)",Tyran tritri,Eastern Kingbird,Tyran tritri,Passeriformes,Tyrannidae,Tyranninae,Tyrannus,Tyrannus tyrannus,0,0,0,0,0,Grassland,South America,Tyrannidae,landbird,M,AI,native,25924168,24123810,27704273,2006,2015,PIF0615,BBS7017,1970,2017,17516040.08,15312357.16,19904184.33,16740968.55,18314825.8,25924167.79,24123809.5,27704273,0.144573269,0.008622775,125,1.75
2021_RARO_AMRE,2021_RARO,2021,RARO,AMRE,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,American Redstart,Setophaga ruticilla,AMRE,SETRUT,AMRE,"Sherry, T. W., Holmes, R. T., Pyle, P., & Patten, M. A. (2020). American Redstart (Setophaga ruticilla), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amered.01species_shared.bow.project_name",8.29,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,lower-canopy,gleaner,American Redstart,Setophaga ruticilla,american redstart,American redstart,American redstart,"(Linnaeus, 1758)",Paruline flamboyante,American Redstart,Paruline flamboyante,Passeriformes,Parulidae,0,Setophaga,Setophaga ruticilla,0,0,0,0,0,Eastern Forest,Widespread Neotropical,Parulidae,landbird,M,other,native,42464674,37027311,48475245,2006,2015,PIF0615,BBS7017,1970,2017,4242063.118,-423720.7354,8951280.331,2703868.593,5863375.811,42464673.68,37027310.5,48475244.5,0.081164913,0.00961596,100,2
2021_RARO_BHCO,2021_RARO,2021,RARO,BHCO,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Brown-headed Cowbird,Molothrus ater,BHCO,MOLATE,BHCO,"Lowther, P. E. (2020). Brown-headed Cowbird (Molothrus ater), version 1.0. Birds of the World. https://doi.org/10.2173/bow.bnhcow.01species_shared.bow.project_name",46.33,Long Point Bird Observatory,grasslands,seeds,tree,ground forager,low concern,Omnivore,ground,forager,Brown-headed Cowbird,Molothrus ater,brown-headed cowbird,brown-headed cowbird,Brown-headed cowbird,"(Boddaert, 1783)",Vacher à tête brune,Brown-headed Cowbird,Vacher à tête brune,Passeriformes,Icteridae,Agelaiinae,Molothrus,Molothrus ater,0,Cowbird,A-ga'-jid-as-sig'-gi-nak,Small Black bird,Molothrus ater,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,126705388,117868557,135950409,2006,2015,PIF0615,BBS7017,1970,2017,40902526.7,32324567.26,49507921.9,38026024.99,43814928.04,126705387.7,117868556.5,135950409,0.196359385,0.015316476,125,1.75
2021_RARO_GCFL,2021_RARO,2021,RARO,GCFL,3,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Great Crested Flycatcher,Myiarchus crinitus,GCFL,MYICRI,GCFL,"Miller, K. E., & Lanyon, W. E. (2020). Great Crested Flycatcher (Myiarchus crinitus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.grcfly.01species_shared.bow.project_name",34.7,Long Point Bird Observatory,open woodlands,insects,cavity,flycatching,low concern,Insectivore,air,sallier,Great Crested Flycatcher,Myiarchus crinitus,great crested flycatcher,great crested flycatcher,Great crested flycatcher,"(Linnaeus, 1758)",Tyran huppé,Great Crested Flycatcher,Tyran huppé,Passeriformes,Tyrannidae,Tyranninae,Myiarchus,Myiarchus crinitus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Tyrannidae,landbird,M,other,native,8799301,7950620,9769449,2006,2015,PIF0615,BBS7017,1970,2017,-62367.58929,-526726.854,384674.2572,-216835.3196,93743.71008,8799301.04,7950620,9769448.5,0.223953898,0.009044568,200,1.75
2021_RARO_INBU,2021_RARO,2021,RARO,INBU,2.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Indigo Bunting,Passerina cyanea,INBU,PASCYA,INBU,"Payne, R. B. (2020). Indigo Bunting (Passerina cyanea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.indbun.01species_shared.bow.project_name",14.26,Birds of the World,open woodlands,insects,shrub,foliage gleaner,low concern,Omnivore,lower-canopy,forager,Indigo Bunting,Passerina cyanea,indigo bunting,indigo bunting,Indigo bunting,"(Linnaeus, 1766)",Passerin indigo,Indigo Bunting,Passerin indigo,Passeriformes,Cardinalidae,0,Passerina,Passerina cyanea,0,0,0,0,0,Eastern Forest,Mexico-Central America,Cardinalidae,landbird,M,other,native,77494167,73235841,82041052,2006,2015,PIF0615,BBS7017,1970,2017,31485545.8,26846871.73,36179743.59,29841978.44,33097888.23,77494166.61,73235840.5,82041051.5,0.334016374,0.015511967,125,2
2021_RARO_AMRO,2021_RARO,2021,RARO,AMRO,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,American Robin,Turdus migratorius,AMRO,TURMIG,AMRO,"Vanderhoff, N., Pyle, P., Patten, M. A., Sallabanks, R., & James, F. C. (2020). American Robin (Turdus migratorius), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amerob.01species_shared.bow.project_name",78.09,Long Point Bird Observatory,open woodlands,insects,tree,ground forager,low concern,Vermivore,ground,gleaner,American Robin,Turdus migratorius,american robin,American robin,American robin,"(Linnaeus, 1766)",Merle d'Amérique,American Robin,Merle d'Amérique,Passeriformes,Turdidae,0,Turdus,Turdus migratorius,0,American robin,O-pi'-che,0,Merula migratoria,Forest Generalist,Temperate North America,Turdidae,landbird,M,other,native,366076928,337429985,392723825,2006,2015,PIF0615,BBS7017,1970,2017,-20019406.37,-37111476.98,-3750046.45,-25820997.26,-14432668.61,366076928.5,337429984.5,392723824.5,0.816820459,0.040591642,200,2
2021_RARO_COGR,2021_RARO,2021,RARO,COGR,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Common Grackle,Quiscalus quiscula,COGR,QUIQUI,COGR,"Peer, B. D., & Bollinger, E. K. (2020). Common Grackle (Quiscalus quiscula), version 1.0. Birds of the World. https://doi.org/10.2173/bow.comgra.01species_shared.bow.project_name",110.56,Birds of the World,open woodlands,omnivore,tree,ground forager,common bird in steep decline,Omnivore,ground,forager,Common Grackle,Quiscalus quiscula,common grackle,common grackle,Common grackle,"(Linnaeus, 1758)",Quiscale bronzé,Common Grackle,Quiscale bronzé,Passeriformes,Icteridae,Agelaiinae,Quiscalus,Quiscalus quiscula,0,0,0,0,0,Habitat Generalist,Temperate North America,Icteridae,landbird,M,other,native,67132986,61123537,74085853,2006,2015,PIF0615,BBS7017,1970,2017,82979125.77,73933518.93,92454560.05,79756716.13,86273630.06,67132985.88,61123536.5,74085852.5,0.408425194,0.055505963,200,1.25
2021_RARO_EWPW,2021_RARO,2021,RARO,EWPW,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Whip-poor-will,Antrostomus vociferus,EWPW,ANTVOC,EWPW,"Cink, C. L., Pyle, P., & Patten, M. A. (2020). Eastern Whip-poor-will (Antrostomus vociferus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.whip-p1.01species_shared.bow.project_name",53.4,Long Point Bird Observatory,open woodlands,insects,ground,aerial forager,declining,Insectivore,air,screener,Eastern Whip-poor-will,Antrostomus vociferus,eastern whip-poor-will,eastern whip-poor-will,Eastern whip-poor-will,"(Wilson, 1812)",Engoulevent bois-pourri,Eastern Whip-poor-will,Engoulevent bois-pourri,Caprimulgiformes,Caprimulgidae,Caprimulginae,Antrostomus,Antrostomus vociferus,0,0,0,0,0,Eastern Forest,Mexico-Central America,Caprimulgidae,landbird,M,AI,native,1829892,1442373,2231099,2006,2015,PIF0615,BBS7017,1970,2017,4073303.177,3167558.722,5043394.939,3755959.657,4396909.548,1829892.412,1442373,2231098.5,3.32522679,0.00433927,300,2
2021_RARO_FISP,2021_RARO,2021,RARO,FISP,2,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Field Sparrow,Spizella pusilla,FISP,SPIPUS,FISP,"Carey, M., Burhans, D. E., & Nelson, D. A. (2020). Field Sparrow (Spizella pusilla), version 1.0. Birds of the World. https://doi.org/10.2173/bow.fiespa.01species_shared.bow.project_name",12.04,Long Point Bird Observatory,scrub,insects,ground,ground forager,common bird in steep decline,Omnivore,ground,forage,Field Sparrow,Spizella pusilla,field sparrow,field sparrow,Field sparrow,"(Wilson, 1810)",Bruant des champs,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,0,Spizella,Spizella pusilla,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,9333611,8343751,10393211,2006,2015,PIF0615,BBS7017,1970,2017,16311718.95,14318722.81,18466928.12,15619987.63,17003536.32,9333610.712,8343751,10393211,0.080762136,0.009480465,200,2
2021_RARO_MODO,2021_RARO,2021,RARO,MODO,1.5,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Mourning Dove,Zenaida macroura,MODO,ZENMAC,MODO,"Otis, D. L., Schulz, J. H., Miller, D., Mirarchi, R. E., & Baskett, T. S. (2020). Mourning Dove (Zenaida macroura), version 1.0. Birds of the World. https://doi.org/10.2173/bow.moudov.01species_shared.bow.project_name",131.52,Long Point Bird Observatory,open woodlands,seeds,tree,ground forager,low concern,Granivore,ground,gleaner,Mourning Dove,Zenaida macroura,mourning dove,mourning dove,Mourning dove,"(Linnaeus, 1758)",Tourterelle triste,Mourning Dove,Tourterelle triste,Columbiformes,Columbidae,0,Zenaida,Zenaida macroura,0,0,0,0,0,Habitat Generalist,Widespread,Columbidae,landbird,M,other,native,133072464,123233806,143006188,2006,2015,PIF0615,BBS7017,1970,2017,22343283.75,13783135.51,31436579.55,19386864.86,25298364.26,133072463.8,123233806,143006188,0.316423592,0.022409558,200,1.75
2021_RARO_AMWO,2021_RARO,2021,RARO,AMWO,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,American Woodcock,Scolopax minor,AMWO,SCOMIN,AMWO,"McAuley, D. G., Keppie, D. M., & Whiting Jr., R. M. (2020). American Woodcock (Scolopax minor), version 1.0. Birds of the World. https://doi.org/10.2173/bow.amewoo.01species_shared.bow.project_name",161.17,Long Point Bird Observatory,forests,insects,ground,probing,declining,Vermivore,ground,probe,American Woodcock,Scolopax minor,american woodcock,American woodcock,American woodcock,"(Gmelin, 1789)",Bécasse d'Amérique,American Woodcock,Bécasse d'Amérique,Charadriiformes,Scolopacidae,Scolopacinae,Scolopax,Scolopax minor,0,0,0,0,0,Eastern Forest,Temperate North America,Scolopacidae,shorebird,M,other,native,3500000,3000000,4000000,2011,2013,Shoreb12,SGS6817,1970,2017,1664212.47,1325504.355,2031492.917,1544190.625,1785860.082,Missing,0,0,0,0,0,0
2021_RARO_BCCH,2021_RARO,2021,RARO,BCCH,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Black-capped Chickadee,Poecile atricapillus,BCCH,POEATR,BCCH,"Foote, J. R., Mennill, D. J., Ratcliffe, L. M., & Smith, S. M. (2020). Black-capped Chickadee (Poecile atricapillus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.bkcchi.01species_shared.bow.project_name",10.76,Long Point Bird Observatory,forests,insects,cavity,foliage gleaner,low concern,Insectivore,lower-canopygleaner,gleaner,Black-capped Chickadee,Poecile atricapillus,black-capped chickadee,black-capped chickadee,Black-capped chickadee,"(Linnaeus, 1766)",Mésange à tête noire,Black-capped Chickadee,Mésange à tête noire,Passeriformes,Paridae,0,Poecile,Poecile atricapillus,0,Black-capped chickadee,Kitch'-i-kitch'-i-ga'-ne-shi,Attempted mimicry of its song ,Parus atricapillus,Forest Generalist,Temperate North America,Paridae,landbird,R,other,native,43031705,39633241,46269089,2006,2015,PIF0615,BBS7017,1970,2017,-11554201.43,-15357820.55,-8230942.025,-12801407.66,-10341552.91,43031705.05,39633241,46269088.5,0.378610362,0.015744777,125,2
2021_RARO_BGGN,2021_RARO,2021,RARO,BGGN,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,POLCAE,BGGN,"Kershner, E. L., & Ellison, W. G. (2020). Blue-gray Gnatcatcher (Polioptila caerulea), version 1.0. Birds of the World. https://doi.org/10.2173/bow.buggna.01species_shared.bow.project_name",6.02,Long Point Bird Observatory,forests,insects,tree,foliage gleaner,low concern,Insectivore,upper-canopy,gleaner,Blue-gray Gnatcatcher,Polioptila caerulea,blue-gray gnatcatcher,blue-gray gnatcatcher,Blue-gray gnatcatcher,"(Linnaeus, 1766)",Gobemoucheron gris-bleu,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Passeriformes,Polioptilidae,0,Polioptila,Polioptila caerulea,0,0,0,0,0,Habitat Generalist,Widespread,Polioptilidae,landbird,M,other,native,229194394,195048713,266969269,2006,2015,PIF0615,BBS7017,1970,2017,-31567071.65,-53467417.79,-12538961.51,-38600216.55,-24753750.23,229194393.9,195048713,266969269,0.507549726,0.013481573,50,1.75
2021_RARO_BLJA,2021_RARO,2021,RARO,BLJA,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Blue Jay,Cyanocitta cristata,BLJA,CYACRI,BLJA,"Smith, K. G., Tarvin, K. A., & Woolfenden, G. E. (2020). Blue Jay (Cyanocitta cristata), version 1.0. Birds of the World. https://doi.org/10.2173/bow.blujay.01species_shared.bow.project_name",85.46,Long Point Bird Observatory,forests,omnivore,tree,ground forager,low concern,Omnivore,ground,forager,Blue Jay,Cyanocitta cristata,blue jay,blue jay,Blue jay,"(Linnaeus, 1758)",Geai bleu,Blue Jay,Geai bleu,Passeriformes,Corvidae,0,Cyanocitta,Cyanocitta cristata,0,Blue jay,Jan-di'-si,Name,Cyanocitta cristata,Eastern Forest,Temperate North America,Corvidae,landbird,M,other,native,17238587,15864197,18715069,2006,2015,PIF0615,BBS7017,1970,2017,5391959.722,4456773.377,6381627.172,5057991.44,5726875.121,17238586.96,15864197,18715068.5,0.196211491,0.011653135,200,1.25
2021_RARO_DOWO,2021_RARO,2021,RARO,DOWO,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Downy Woodpecker,Dryobates pubescens,DOWO,DRYPUB,DOWO,"Jackson, J. A., & Ouellet, H. R. (2020). Downy Woodpecker (Dryobates pubescens), version 1.0. Birds of the World. https://doi.org/10.2173/bow.dowwoo.01species_shared.bow.project_name",26.91,Long Point Bird Observatory,forests,insects,cavity,bark forager,low concern,Insectivore,bark,gleaner,Downy Woodpecker,Dryobates pubescens,downy woodpecker,downy woodpecker,Downy woodpecker,"(Linnaeus, 1766)",Pic mineur,Downy Woodpecker,Pic mineur,Piciformes,Picidae,Picinae,Dryobates,Dryobates pubescens,0,Downy Woodpecker,Pa-pa'-se,"Cracking, from the noise the bird makes in pecking at trees. Picoides arcticus and Sphyrapicus varius occur, but are not distinguished from Picus Villosns",Picus villosus,Forest Generalist,Temperate North America,Picidae,landbird,R,other,native,13422111,12764602,14141250,2006,2015,PIF0615,BBS7017,1970,2017,-272579.7707,-1113823.719,535941.1548,-557745.5941,3753.167454,13422110.68,12764601.5,14141250,0.297784285,0.00653134,125,2
2021_RARO_EASO,2021_RARO,2021,RARO,EASO,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Screech-Owl,Megascops asio,EASO,MEGASI,EASO,"Ritchison, G., Gehlbach, F. R., Pyle, P., & Patten, M. A. (2020). Eastern Screech-Owl (Megascops asio), version 1.0. Birds of the World. https://doi.org/10.2173/bow.easowl1.01species_shared.bow.project_name",152.3,Long Point Bird Observatory,forests,small animals,cavity,aerial dive,low concern,Insectivore,ground,hawker,Eastern Screech-Owl,Megascops asio,eastern screech-owl,eastern screech-owl,Eastern screech-owl,"(Linnaeus, 1758)",Petit-duc maculé,Eastern Screech-Owl,Petit-duc maculé,Strigiformes,Strigidae,0,Megascops,Megascops asio,0,0,0,0,0,Eastern Forest,Temperate North America,Strigidae,landbird,R,other,native,496240,378219,645235,2006,2015,PIF0615,BBS7017,1970,2017,218413.2463,124949.7518,323159.2699,184260.0128,253383.0037,496240.296,378218.5,645235,2.114649232,0.001820302,125,2
2021_RARO_EATO,2021_RARO,2021,RARO,EATO,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,Eastern Towhee,Pipilo erythrophthalmus,EATO,PIPERY,EATO,"Greenlaw, J. S. (2020). Eastern Towhee (Pipilo erythrophthalmus), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eastow.01species_shared.bow.project_name",38.94,Long Point Bird Observatory,scrub,omnivore,ground,ground forager,low concern,Omnivore,ground,forage,Eastern Towhee,Pipilo erythrophthalmus,eastern towhee,eastern towhee,Eastern towhee,"(Linnaeus, 1758)",Tohi à flancs roux,Eastern Towhee,Tohi à flancs roux,Passeriformes,Passerellidae,0,Pipilo,Pipilo erythrophthalmus,0,0,0,0,0,Eastern Forest,Temperate North America,Passerellidae,landbird,M,other,native,29338492,27153590,31703146,2006,2015,PIF0615,BBS7017,1970,2017,23885937.55,21115303.59,26746898.51,22944886.75,24854886.86,29338491.92,27153590,31703145.5,0.302646684,0.016049386,125,2
2021_RARO_EUST,2021_RARO,2021,RARO,EUST,1,Red Ash-Red Oak Savannah,Red Ash - Red Oak Savannah,Deciduous Woodland,WOD,13.1,42.54111889,-80.12026861,Terrestrial,European Starling,Sturnus vulgaris,EUST,STUVUL,EUST,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. Birds of the World. https://doi.org/10.2173/bow.eursta.01species_shared.bow.project_name",77.07,Birds of the World,towns,insects,cavity,ground forager,low concern,Omnivore,ground,forager,European Starling,Sturnus vulgaris,european starling,european starling,European starling,"(Linnaeus, 1758)",Étourneau sansonnet,European Starling,Étourneau sansonnet,Passeriformes,Sturnidae,0,Sturnus,Sturnus vulgaris,I,0,0,0,0,Introduced,Introduced,Sturnidae,other,Introduced,other,Introduced,93371907,85941592,102256039,2006,2015,PIF0615,BBS7017,1970,2017,83350978.13,72594864.68,94770107,79563581.94,87124508.54,93371906.9,85941592,102256038.5,0.455644428,0.068393305,200,1
