site_code,sample_year,species_code,breeding_territories
ROIS,2000,NOCA,1
ROIS,2000,NOFL,1
ROIS,2000,REVI,4
ROIS,2000,RWBL,29
ROIS,2000,SOSP,11.5
ROIS,2000,SWSP,3.5
ROIS,2000,TRES,10
ROIS,2000,WAVI,6.5
ROIS,2000,YWAR,22
ROIS,2001,AMGO,1
ROIS,2001,AMRE,4
ROIS,2001,AMRO,1.5
ROIS,2001,AMWO,1
ROIS,2001,BAOR,3
ROIS,2001,BCCH,2
ROIS,2001,BGGN,1
ROIS,2001,BHCO,2
ROIS,2001,COGR,1
ROIS,2001,COYE,8.5
ROIS,2001,EAKI,3
ROIS,2001,EAWP,10.5
ROIS,2001,EUST,2
ROIS,2001,GCFL,1
ROIS,2001,GRCA,4
ROIS,2001,HOWR,8.5
ROIS,2001,MODO,1.5
ROIS,2001,NOCA,1
ROIS,2001,NOFL,1
ROIS,2001,RBWO,1
ROIS,2001,REVI,4
ROIS,2001,RWBL,26
ROIS,2001,SOSP,8.5
ROIS,2001,SWSP,2
ROIS,2001,TRES,8
ROIS,2001,WAVI,6
ROIS,2001,YWAR,17.5
ROIS,2005,AMGO,1
ROIS,2005,AMRE,1
ROIS,2005,AMRO,5
ROIS,2005,AMWO,2
ROIS,2005,BAOR,4
ROIS,2005,BCCH,2
ROIS,2005,BGGN,1
ROIS,2005,BHCO,3
ROIS,2005,BLJA,1
ROIS,2005,COGR,2
ROIS,2005,COYE,9
ROIS,2005,DOWO,3
ROIS,2005,EAKI,4
ROIS,2005,EAWP,10
ROIS,2005,EUST,3
ROIS,2005,GCFL,2.5
ROIS,2005,GRCA,5
ROIS,2005,HOWR,12.5
ROIS,2005,INBU,2
ROIS,2005,MODO,3
ROIS,2005,NOCA,1
ROIS,2005,NOFL,1
ROIS,2005,RBWO,0.5
ROIS,2005,REVI,5
ROIS,2005,RWBL,14.5
ROIS,2005,SOSP,10.5
ROIS,2005,TRES,4.5
ROIS,2005,WAVI,5
ROIS,2005,WIFL,1
ROIS,2005,YWAR,18
ROIS,2009,AMRE,3
ROIS,2009,AMRO,3
ROIS,2009,AMWO,1
ROIS,2009,BAOR,5
ROIS,2009,BCCH,1
ROIS,2009,BHCO,1
ROIS,2009,COGR,3
ROIS,2009,COYE,4
ROIS,2009,DOWO,2
ROIS,2009,EABL,1
ROIS,2009,EAKI,2
ROIS,2009,EAWP,4
ROIS,2009,GCFL,1
ROIS,2009,GRCA,4
ROIS,2009,HOWR,8
ROIS,2009,INBU,1
ROIS,2009,LEFL,2
ROIS,2009,MODO,2
ROIS,2009,NOCA,2
ROIS,2009,NOFL,1
ROIS,2009,OROR,1
ROIS,2009,REVI,3
ROIS,2009,RWBL,7.5
ROIS,2009,SOSP,7
ROIS,2009,SWSP,0.5
ROIS,2009,TRES,5
ROIS,2009,WAVI,2
ROIS,2009,WIFL,1
ROIS,2009,YBCU,1
ROIS,2009,YWAR,16
ROIS,2010,AMRE,1
ROIS,2010,AMRO,3
ROIS,2010,BAOR,3
ROIS,2010,BBCU,1
ROIS,2010,BCCH,2
ROIS,2010,BHCO,1
ROIS,2010,BLJA,1
ROIS,2010,CEDW,2
ROIS,2010,COGR,2
ROIS,2010,COYE,8
ROIS,2010,DOWO,3
ROIS,2010,EAKI,2
ROIS,2010,EASO,1
ROIS,2010,EATO,1
ROIS,2010,EAWP,6
ROIS,2010,EUST,4
ROIS,2010,GCFL,2.5
ROIS,2010,GRCA,6
ROIS,2010,HOWR,8.5
ROIS,2010,MODO,0.25
ROIS,2010,NOCA,2
ROIS,2010,NOFL,2
ROIS,2010,RWBL,8
ROIS,2010,SOSP,6.5
ROIS,2010,TRES,7
ROIS,2010,WAVI,6
ROIS,2010,WIFL,1
ROIS,2010,YWAR,12
ROIS,2016,AMGO,1
ROIS,2016,AMRE,6
ROIS,2016,AMRO,3.5
ROIS,2016,AMWO,2
ROIS,2016,BAOR,3
ROIS,2016,BCCH,4
ROIS,2016,BGGN,3
ROIS,2016,BHCO,3
ROIS,2016,BRTH,2
ROIS,2016,CHSW,1
ROIS,2016,COGR,0.25
ROIS,2016,COYE,9.5
ROIS,2016,DOWO,0.5
ROIS,2016,EAKI,4
ROIS,2016,EAWP,7
ROIS,2016,EUST,2
ROIS,2016,GCFL,2
ROIS,2016,GRCA,6
ROIS,2016,HOWR,13.5
ROIS,2016,INBU,2
ROIS,2016,LEFL,3
ROIS,2016,MAWR,1
ROIS,2016,MODO,3
ROIS,2016,NOCA,1
ROIS,2016,NOFL,2
ROIS,2016,OROR,0.25
ROIS,2016,REVI,6.5
ROIS,2016,RWBL,15
ROIS,2016,SOSP,4.5
ROIS,2016,TRES,4
ROIS,2016,WAVI,8.5
ROIS,2016,WBNU,2
ROIS,2016,YBCU,1
ROIS,2016,YWAR,46
ROIS,2019,AMRE,2
ROIS,2019,AMRO,2
ROIS,2019,AMWO,2
ROIS,2019,BAEA,1
ROIS,2019,BAOR,3
ROIS,2019,BBCU,1
ROIS,2019,BGGN,1
ROIS,2019,BLJA,0.5
ROIS,2019,COGR,3
ROIS,2019,COYE,10
ROIS,2019,DOWO,1
ROIS,2019,EAKI,6
ROIS,2019,EAWP,4
ROIS,2019,EUST,4
ROIS,2019,GCFL,2
ROIS,2019,GRCA,6
ROIS,2019,GRHE,1
ROIS,2019,HOWR,14.5
ROIS,2019,INBU,3
ROIS,2019,LEBI,1
ROIS,2019,LEFL,1
ROIS,2019,MAWR,4
ROIS,2019,MODO,2
ROIS,2019,NOCA,1.5
ROIS,2019,NOFL,2
ROIS,2019,OROR,1
ROIS,2019,RBWO,2
ROIS,2019,REVI,6
ROIS,2019,RWBL,24
ROIS,2019,SOSP,4
ROIS,2019,TRES,4
ROIS,2019,WAVI,15
ROIS,2019,WBNU,1
ROIS,2019,WIFL,0.5
ROIS,2019,WODU,3
ROIS,2019,YWAR,35
ROIS,2021,AMRE,1
ROIS,2021,AMRO,6
ROIS,2021,AMWO,1
ROIS,2021,BAEA,1
ROIS,2021,BAOR,5.5
ROIS,2021,BCCH,3
ROIS,2021,BGGN,4
ROIS,2021,BHCO,1
ROIS,2021,BLJA,0.5
ROIS,2021,COGR,4
ROIS,2021,COYE,9.5
ROIS,2021,DOWO,1
ROIS,2021,EAKI,8.5
ROIS,2021,EASO,1
ROIS,2021,EAWP,9
ROIS,2021,EUST,9
ROIS,2021,GCFL,2
ROIS,2021,GRCA,3
ROIS,2021,HOWR,18
ROIS,2021,MALL,1
ROIS,2021,MODO,2
ROIS,2021,NOCA,1
ROIS,2021,NOFL,2
ROIS,2021,OROR,1
ROIS,2021,REVI,5
ROIS,2021,RWBL,39.5
ROIS,2021,SOSP,1
ROIS,2021,TRES,7
ROIS,2021,VIRA,1
ROIS,2021,WAVI,16.5
ROIS,2021,WBNU,2
ROIS,2021,WIFL,1
ROIS,2021,WODU,0.5
ROIS,2021,YBCU,2
ROIS,2021,YWAR,42.5
ROMF,1991,AMRO,2
ROMF,1991,AMWO,1
ROMF,1991,BAOR,11
ROMF,1991,BCCH,2.5
ROMF,1991,BHCO,1
ROMF,1991,BLJA,2
ROMF,1991,COGR,7
ROMF,1991,COYE,4.5
ROMF,1991,DOWO,4.5
ROMF,1991,EAKI,6.5
ROMF,1991,EATO,2
ROMF,1991,EAWP,9
ROMF,1991,EUST,2
ROMF,1991,GCFL,4.5
ROMF,1991,HOWR,14
ROMF,1991,NOCA,2
ROMF,1991,NOFL,3
ROMF,1991,RBWO,2
ROMF,1991,REVI,9
ROMF,1991,RHWO,1
ROMF,1991,RWBL,15
ROMF,1991,SOSP,11.5
ROMF,1991,TRES,11
ROMF,1991,WBNU,2
ROMF,1991,YWAR,5.5
ROMF,1994,AMRE,0.5
ROMF,1994,BAOR,9
ROMF,1994,BCCH,1
ROMF,1994,BGGN,0.5
ROMF,1994,BHCO,2
ROMF,1994,BLJA,1
ROMF,1994,COGR,1
ROMF,1994,COYE,5
ROMF,1994,DOWO,2
ROMF,1994,EAKI,3
ROMF,1994,EAWP,12
ROMF,1994,EUST,3.5
ROMF,1994,GCFL,3
ROMF,1994,HOWR,14
ROMF,1994,INBU,2
ROMF,1994,NOFL,1
ROMF,1994,RBWO,2
ROMF,1994,REVI,6
ROMF,1994,RHWO,0.5
ROMF,1994,RTHA,1
ROMF,1994,RWBL,7
ROMF,1994,SOSP,4.5
ROMF,1994,TRES,18.5
ROMF,1994,WAVI,2
ROMF,1994,YBCU,1
ROMF,1994,YWAR,4.5
ROMF,1999,AMRE,1
ROMF,1999,AMRO,2
ROMF,1999,BAOR,15
ROMF,1999,BGGN,1
ROMF,1999,BHCO,2
ROMF,1999,BLJA,2
ROMF,1999,COYE,6.5
ROMF,1999,DOWO,1
ROMF,1999,EAKI,6.5
ROMF,1999,EATO,3
ROMF,1999,EAWP,12.5
ROMF,1999,EUST,2
ROMF,1999,EWPW,1
ROMF,1999,GCFL,5.5
ROMF,1999,GRCA,1
ROMF,1999,HOWR,30
ROMF,1999,NOCA,1
ROMF,1999,NOFL,2
ROMF,1999,RBWO,2
ROMF,1999,REVI,12
ROMF,1999,RWBL,9
ROMF,1999,SCTA,1
ROMF,1999,SOSP,2.5
ROMF,1999,TRES,29
ROMF,1999,WAVI,2
ROMF,1999,WEVI,1
ROMF,1999,YWAR,6
ROMF,2000,AMRE,1
ROMF,2000,AMRO,2
ROMF,2000,BAOR,9.5
ROMF,2000,BCCH,4
ROMF,2000,BGGN,3
ROMF,2000,BLJA,2
ROMF,2000,CEDW,2
ROMF,2000,COGR,1
ROMF,2000,COYE,6
ROMF,2000,DOWO,4
ROMF,2000,EAKI,4
ROMF,2000,EATO,1
ROMF,2000,EAWP,14.5
ROMF,2000,EUST,4
ROMF,2000,EWPW,1
ROMF,2000,GCFL,3
ROMF,2000,GRCA,4
ROMF,2000,HAWO,1
ROMF,2000,HOWR,22
ROMF,2000,INBU,5
ROMF,2000,MODO,3
ROMF,2000,NOCA,1
ROMF,2000,NOFL,3
ROMF,2000,RBWO,2
ROMF,2000,REVI,7
ROMF,2000,RHWO,3
ROMF,2000,RTHA,0.5
ROMF,2000,RTHU,1
ROMF,2000,RWBL,5
ROMF,2000,SOSP,8
ROMF,2000,TRES,14
ROMF,2000,WAVI,6
ROMF,2000,WBNU,2
ROMF,2000,YBCU,1
ROMF,2000,YWAR,3
ROMF,2004,AMRE,2
ROMF,2004,AMRO,2.5
ROMF,2004,AMWO,1
ROMF,2004,BAOR,12
ROMF,2004,BBCU,1
ROMF,2004,BCCH,2
ROMF,2004,BGGN,1
ROMF,2004,BHCO,4
ROMF,2004,BLJA,2
ROMF,2004,COGR,3
ROMF,2004,COYE,14.5
ROMF,2004,DOWO,3
ROMF,2004,EAKI,6
ROMF,2004,EATO,3
ROMF,2004,EAWP,12
ROMF,2004,EUST,5.5
ROMF,2004,EWPW,2.5
ROMF,2004,FISP,1.5
ROMF,2004,GCFL,3.5
ROMF,2004,GRCA,8
ROMF,2004,HAWO,1
ROMF,2004,HOWR,24.5
ROMF,2004,INBU,8
ROMF,2004,MODO,4
ROMF,2004,NOCA,2
ROMF,2004,NOFL,4
ROMF,2004,RBGR,2
ROMF,2004,RBWO,3
ROMF,2004,REVI,4.5
ROMF,2004,RTHA,0.5
ROMF,2004,RWBL,6.5
ROMF,2004,SCTA,1
ROMF,2004,SOSP,9
ROMF,2004,SWSP,0.25
ROMF,2004,TRES,17
ROMF,2004,WAVI,3
ROMF,2004,WBNU,2
ROMF,2004,YBCU,2
ROMF,2004,YWAR,5.5
ROMF,2009,AMRE,9
ROMF,2009,AMRO,2
ROMF,2009,AMWO,1
ROMF,2009,BAOR,6
ROMF,2009,BCCH,1
ROMF,2009,BGGN,1
ROMF,2009,BHCO,1
ROMF,2009,BLJA,1
ROMF,2009,COGR,1
ROMF,2009,COYE,2.5
ROMF,2009,DOWO,2
ROMF,2009,EAKI,1
ROMF,2009,EASO,1
ROMF,2009,EATO,2
ROMF,2009,EAWP,7
ROMF,2009,EUST,1
ROMF,2009,EWPW,1
ROMF,2009,GCFL,3
ROMF,2009,GRCA,4
ROMF,2009,HOWR,11
ROMF,2009,INBU,2
ROMF,2009,LEFL,3
ROMF,2009,NOCA,1
ROMF,2009,NOFL,1
ROMF,2009,NOGO,0.25
ROMF,2009,RBWO,2
ROMF,2009,REVI,2
ROMF,2009,RTHA,0.5
ROMF,2009,RWBL,3.5
ROMF,2009,SCTA,1
ROMF,2009,SOSP,3
ROMF,2009,SWSP,0.5
ROMF,2009,TRES,8
ROMF,2009,VEER,1
ROMF,2009,WAVI,1
ROMF,2009,YWAR,10
ROMF,2010,AMRE,6.5
ROMF,2010,AMRO,1
ROMF,2010,AMWO,1
ROMF,2010,BAOR,6
ROMF,2010,BGGN,1
ROMF,2010,BHCO,2
ROMF,2010,BLJA,1
ROMF,2010,COGR,2
ROMF,2010,COYE,5.5
ROMF,2010,DOWO,4
ROMF,2010,EAKI,2
ROMF,2010,EATO,4
ROMF,2010,EAWP,6
ROMF,2010,EUST,1
ROMF,2010,EWPW,2
ROMF,2010,FISP,1
ROMF,2010,GCFL,4
ROMF,2010,GRCA,9
ROMF,2010,HOWR,19.5
ROMF,2010,INBU,3.5
ROMF,2010,NOCA,1
ROMF,2010,NOFL,2
ROMF,2010,RBWO,2
ROMF,2010,REVI,6
ROMF,2010,RTHA,0.25
ROMF,2010,RTHU,2
ROMF,2010,RWBL,5
ROMF,2010,SOSP,8
ROMF,2010,TRES,23
ROMF,2010,WAVI,3
ROMF,2010,WBNU,1
ROMF,2010,YBCU,2
ROMF,2010,YWAR,24.5
ROMF,2016,AMCR,0.5
ROMF,2016,AMRE,7
ROMF,2016,AMRO,2
ROMF,2016,BAOR,5.5
ROMF,2016,BCCH,2
ROMF,2016,BGGN,3
ROMF,2016,BLJA,1
ROMF,2016,CHSW,1
ROMF,2016,COGR,4
ROMF,2016,COYE,9
ROMF,2016,DOWO,2
ROMF,2016,EAKI,3
ROMF,2016,EATO,0.5
ROMF,2016,EAWP,7
ROMF,2016,EWPW,1
ROMF,2016,GCFL,4
ROMF,2016,GRCA,7
ROMF,2016,HAWO,1
ROMF,2016,HOWR,10
ROMF,2016,INBU,5
ROMF,2016,NOCA,2
ROMF,2016,NOFL,3
ROMF,2016,OROR,1.5
ROMF,2016,RBGR,2
ROMF,2016,RBWO,2
ROMF,2016,REVI,9
ROMF,2016,RTHU,1.5
ROMF,2016,RWBL,7
ROMF,2016,SOSP,3
ROMF,2016,TRES,7
ROMF,2016,WAVI,1.5
ROMF,2016,WBNU,1
ROMF,2016,YBCU,2
ROMF,2016,YWAR,22
ROMF,2018,AMRE,5
ROMF,2018,AMRO,3.5
ROMF,2018,AMWO,1
ROMF,2018,BAOR,5
ROMF,2018,BCCH,2
ROMF,2018,BGGN,1
ROMF,2018,CHSW,0.25
ROMF,2018,COGR,1
ROMF,2018,COYE,15
ROMF,2018,DOWO,2
ROMF,2018,EAKI,3.5
ROMF,2018,EAWP,9.5
ROMF,2018,EUST,5
ROMF,2018,EWPW,2
ROMF,2018,GCFL,3
ROMF,2018,GRCA,6.5
ROMF,2018,HOWR,16
ROMF,2018,INBU,3
ROMF,2018,MODO,2
ROMF,2018,NOCA,1
ROMF,2018,NOFL,2
ROMF,2018,RBWO,2
ROMF,2018,REVI,13
ROMF,2018,RWBL,3
ROMF,2018,SOSP,0.5
ROMF,2018,TRES,2
ROMF,2018,WAVI,6
ROMF,2018,WBNU,2
ROMF,2018,WITU,1
ROMF,2018,YBCU,1
ROMF,2018,YTVI,1
ROMF,2018,YWAR,18
ROMF,2021,AMRE,8
ROMF,2021,AMRO,2.5
ROMF,2021,AMWO,1
ROMF,2021,BAOR,11
ROMF,2021,BHCO,2
ROMF,2021,BLJA,1
ROMF,2021,CHSW,0.25
ROMF,2021,COGR,7
ROMF,2021,COYE,7
ROMF,2021,EAKI,3.5
ROMF,2021,EAWP,6.5
ROMF,2021,EUST,2
ROMF,2021,EWPW,3
ROMF,2021,GCFL,5
ROMF,2021,GHOW,0.5
ROMF,2021,GRCA,3
ROMF,2021,HOWR,10
ROMF,2021,INBU,1
ROMF,2021,MODO,2
ROMF,2021,NOCA,1
ROMF,2021,NOFL,2
ROMF,2021,RBWO,2
ROMF,2021,REVI,16
ROMF,2021,RTHU,0.25
ROMF,2021,RWBL,11.5
ROMF,2021,SWSP,0.5
ROMF,2021,TRES,6
ROMF,2021,WAVI,9
ROMF,2021,WBNU,1
ROMF,2021,WITU,1
ROMF,2021,WODU,1
ROMF,2021,YBCU,2
ROMF,2021,YWAR,15.5
ROMS,1991,AMRE,4
ROMS,1991,AMRO,3
ROMS,1991,AMWO,1
ROMS,1991,BAOR,8
ROMS,1991,BCCH,2
ROMS,1991,BHCO,2
ROMS,1991,BLJA,1
ROMS,1991,CEDW,1
ROMS,1991,COGR,4.5
ROMS,1991,COYE,8.5
ROMS,1991,DOWO,2
ROMS,1991,EAKI,4.5
ROMS,1991,EAWP,11.5
ROMS,1991,EUST,6.5
ROMS,1991,GCFL,3
ROMS,1991,HOWR,7
ROMS,1991,NOCA,1
ROMS,1991,NOFL,2
ROMS,1991,REVI,4
ROMS,1991,RWBL,21.5
ROMS,1991,SOSP,15
ROMS,1991,TRES,6
ROMS,1991,WAVI,4
ROMS,1991,WBNU,1
ROMS,1991,YWAR,13
ROMS,1994,AMRE,1
ROMS,1994,AMRO,1.5
ROMS,1994,BAOR,6
ROMS,1994,BCCH,1
ROMS,1994,BHCO,2
ROMS,1994,BLJA,1
ROMS,1994,CEDW,1
ROMS,1994,COGR,2
ROMS,1994,COYE,7.5
ROMS,1994,DOWO,1
ROMS,1994,EAKI,2
ROMS,1994,EAWP,13
ROMS,1994,EUST,2
ROMS,1994,GCFL,2
ROMS,1994,GHOW,0.5
ROMS,1994,HOWR,12
ROMS,1994,NOCA,1
ROMS,1994,NOFL,1
ROMS,1994,REVI,1
ROMS,1994,RHWO,1
ROMS,1994,RWBL,12.5
ROMS,1994,SOSP,8
ROMS,1994,TRES,7
ROMS,1994,WAVI,3
ROMS,1994,WBNU,1
ROMS,1994,YBCU,1
ROMS,1994,YWAR,6
ROMS,1998,AMRE,1
ROMS,1998,AMWO,1
ROMS,1998,BAOR,5
ROMS,1998,BCCH,3
ROMS,1998,BHCO,1
ROMS,1998,BLJA,2
ROMS,1998,COGR,2
ROMS,1998,COYE,7
ROMS,1998,DOWO,1
ROMS,1998,EAKI,5.5
ROMS,1998,EAWP,8.5
ROMS,1998,EUST,4
ROMS,1998,GCFL,3.5
ROMS,1998,GHOW,0.5
ROMS,1998,HOWR,14.5
ROMS,1998,NOFL,2
ROMS,1998,RBWO,1
ROMS,1998,REVI,2
ROMS,1998,RTHU,1
ROMS,1998,RWBL,5.5
ROMS,1998,SOSP,5.5
ROMS,1998,TRES,7
ROMS,1998,WAVI,6
ROMS,1998,WBNU,1
ROMS,1998,YWAR,8
ROMS,1999,AMWO,1
ROMS,1999,BAOR,10.5
ROMS,1999,BCCH,1
ROMS,1999,BGGN,1
ROMS,1999,BHCO,1
ROMS,1999,BLJA,2
ROMS,1999,COGR,2
ROMS,1999,COYE,4.5
ROMS,1999,EAKI,6
ROMS,1999,EATO,2
ROMS,1999,EAWP,10
ROMS,1999,EUST,4
ROMS,1999,GCFL,3
ROMS,1999,HOWR,14
ROMS,1999,NOFL,1
ROMS,1999,RBWO,1
ROMS,1999,REVI,2
ROMS,1999,RWBL,8
ROMS,1999,SOSP,7
ROMS,1999,TRES,8
ROMS,1999,WAVI,6
ROMS,1999,YWAR,5
ROMS,2004,AMRO,4
ROMS,2004,BAOR,9
ROMS,2004,BCCH,3.5
ROMS,2004,BGGN,1
ROMS,2004,BHCO,2
ROMS,2004,BLJA,3.5
ROMS,2004,COGR,3
ROMS,2004,COYE,14
ROMS,2004,CSWA,1
ROMS,2004,DOWO,1.5
ROMS,2004,EAKI,7
ROMS,2004,EATO,2
ROMS,2004,EAWP,10.5
ROMS,2004,EUST,5
ROMS,2004,FISP,4
ROMS,2004,GCFL,3
ROMS,2004,GRCA,8
ROMS,2004,HAWO,1
ROMS,2004,HOWR,18.5
ROMS,2004,INBU,6
ROMS,2004,NOCA,2
ROMS,2004,NOFL,3
ROMS,2004,RBWO,2
ROMS,2004,REVI,3
ROMS,2004,RTHU,1
ROMS,2004,RWBL,10
ROMS,2004,SOSP,11.5
ROMS,2004,TRES,12
ROMS,2004,WAVI,7
ROMS,2004,WBNU,3
ROMS,2004,YBCU,1
ROMS,2004,YWAR,12
ROMS,2005,AMRO,3
ROMS,2005,AMWO,1
ROMS,2005,BAOR,8.5
ROMS,2005,BCCH,3
ROMS,2005,BGGN,1
ROMS,2005,BHCO,5
ROMS,2005,BLJA,3
ROMS,2005,CHSW,1
ROMS,2005,COGR,3
ROMS,2005,COYE,7.5
ROMS,2005,DOWO,4
ROMS,2005,EAKI,6
ROMS,2005,EATO,2
ROMS,2005,EAWP,11.5
ROMS,2005,EUST,2
ROMS,2005,FISP,5
ROMS,2005,GCFL,3
ROMS,2005,GRCA,8
ROMS,2005,HOWR,18.5
ROMS,2005,INBU,3
ROMS,2005,MODO,5
ROMS,2005,NOCA,2
ROMS,2005,NOFL,1.5
ROMS,2005,RBWO,2
ROMS,2005,RWBL,12
ROMS,2005,SOSP,10.5
ROMS,2005,TRES,7
ROMS,2005,WAVI,6.5
ROMS,2005,WISN,0.5
ROMS,2005,YBCU,1
ROMS,2005,YWAR,16.5
ROMS,2009,AMRO,3
ROMS,2009,BAOR,6
ROMS,2009,BCCH,1
ROMS,2009,BHCO,2
ROMS,2009,BLJA,1
ROMS,2009,CEDW,1
ROMS,2009,CHSW,1
ROMS,2009,COGR,2
ROMS,2009,COYE,5
ROMS,2009,EAKI,2.5
ROMS,2009,EATO,1
ROMS,2009,EAWP,5
ROMS,2009,EUST,1
ROMS,2009,GRCA,6.5
ROMS,2009,HOWR,11
ROMS,2009,NOFL,1
ROMS,2009,NSWO,0.25
ROMS,2009,REVI,1
ROMS,2009,RTHU,2
ROMS,2009,RWBL,9.5
ROMS,2009,SOSP,6.5
ROMS,2009,TRES,5
ROMS,2009,WBNU,1
ROMS,2009,YWAR,15
ROMS,2010,AMRO,2
ROMS,2010,BAOR,3
ROMS,2010,BCCH,2
ROMS,2010,BGGN,1
ROMS,2010,BHCO,2
ROMS,2010,BLJA,2
ROMS,2010,COYE,6
ROMS,2010,DOWO,4
ROMS,2010,EAKI,3
ROMS,2010,EATO,2
ROMS,2010,EAWP,6
ROMS,2010,EUST,4
ROMS,2010,FISP,1
ROMS,2010,GCFL,4
ROMS,2010,GRCA,4
ROMS,2010,HOWR,12
ROMS,2010,NOCA,1.5
ROMS,2010,NOFL,2
ROMS,2010,REVI,1
ROMS,2010,RWBL,9.5
ROMS,2010,SOSP,9.5
ROMS,2010,SWSP,0.25
ROMS,2010,TRES,6
ROMS,2010,WAVI,6
ROMS,2010,WBNU,1
ROMS,2010,WIFL,0.5
ROMS,2010,YWAR,16
ROMS,2016,AMRE,0.5
ROMS,2016,AMRO,3
ROMS,2016,AMWO,1
ROMS,2016,BAOR,5
ROMS,2016,BCCH,3
ROMS,2016,BGGN,1.5
ROMS,2016,BHCO,3
ROMS,2016,BLJA,1
ROMS,2016,CHSW,1
ROMS,2016,COGR,2
ROMS,2016,COYE,10
ROMS,2016,DOWO,2
ROMS,2016,EAKI,5
ROMS,2016,EATO,1
ROMS,2016,EAWP,10
ROMS,2016,EUST,1
ROMS,2016,EWPW,2
ROMS,2016,GCFL,2
ROMS,2016,GRCA,7
ROMS,2016,HOWR,11.5
ROMS,2016,INBU,6
ROMS,2016,MODO,2
ROMS,2016,NOCA,2
ROMS,2016,NOFL,2
ROMS,2016,OROR,1
ROMS,2016,RBWO,2
ROMS,2016,REVI,9
ROMS,2016,RTHU,0.25
ROMS,2016,RWBL,15
ROMS,2016,SOSP,5
ROMS,2016,TRES,2
ROMS,2016,WAVI,9
ROMS,2016,WBNU,1
ROMS,2016,YBCU,2
ROMS,2016,YWAR,35
ROMS,2018,AMRE,2.5
ROMS,2018,AMRO,1
ROMS,2018,AMWO,1
ROMS,2018,BAOR,7
ROMS,2018,BCCH,1
ROMS,2018,BGGN,4
ROMS,2018,BHCO,2
ROMS,2018,CHSW,2
ROMS,2018,COGR,1
ROMS,2018,COYE,11.5
ROMS,2018,DOWO,2
ROMS,2018,EABL,0.5
ROMS,2018,EAKI,6
ROMS,2018,EAWP,8.5
ROMS,2018,EUST,4
ROMS,2018,EWPW,1.5
ROMS,2018,GCFL,2
ROMS,2018,GRCA,11
ROMS,2018,HOWR,16
ROMS,2018,INBU,3
ROMS,2018,MODO,2
ROMS,2018,NOCA,2
ROMS,2018,NOFL,3
ROMS,2018,OROR,1
ROMS,2018,RBWO,2
ROMS,2018,REVI,15
ROMS,2018,RHWO,1
ROMS,2018,RTHA,1
ROMS,2018,RWBL,15
ROMS,2018,SOSP,7
ROMS,2018,TRES,4
ROMS,2018,WAVI,10
ROMS,2018,WBNU,2
ROMS,2018,WIFL,0.5
ROMS,2018,WITU,0.25
ROMS,2018,YBCU,2
ROMS,2018,YTVI,1
ROMS,2018,YWAR,37.5
ROMS,2019,AMRE,3
ROMS,2019,AMRO,2
ROMS,2019,BAOR,5.5
ROMS,2019,BCCH,2
ROMS,2019,BGGN,4
ROMS,2019,BHCO,1
ROMS,2019,BLJA,1
ROMS,2019,CHSW,0.25
ROMS,2019,COGR,2
ROMS,2019,COYE,10
ROMS,2019,DOWO,1
ROMS,2019,EAKI,6.5
ROMS,2019,EAWP,6
ROMS,2019,EUST,5
ROMS,2019,EWPW,1
ROMS,2019,GCFL,3
ROMS,2019,GRCA,9
ROMS,2019,HAWO,1
ROMS,2019,HOWR,17.5
ROMS,2019,INBU,3
ROMS,2019,MODO,1
ROMS,2019,NOCA,1
ROMS,2019,NOFL,2
ROMS,2019,OROR,1
ROMS,2019,RBWO,1
ROMS,2019,REVI,11.5
ROMS,2019,RTHU,0.25
ROMS,2019,RWBL,16
ROMS,2019,SOSP,7
ROMS,2019,TRES,5
ROMS,2019,WAVI,12.5
ROMS,2019,WBNU,1
ROMS,2019,YWAR,41
ROMS,2021,AMRE,1
ROMS,2021,AMRO,3
ROMS,2021,AMWO,1
ROMS,2021,BAEA,1
ROMS,2021,BAOR,7.5
ROMS,2021,BCCH,2
ROMS,2021,BGGN,4
ROMS,2021,BHCO,2
ROMS,2021,BLJA,3
ROMS,2021,CHSW,0.25
ROMS,2021,COGR,3
ROMS,2021,CONI,0.25
ROMS,2021,COYE,8
ROMS,2021,DOWO,2
ROMS,2021,EAKI,7
ROMS,2021,EASO,2
ROMS,2021,EAWP,12
ROMS,2021,EUST,2
ROMS,2021,GCFL,3
ROMS,2021,GRCA,10
ROMS,2021,HOWR,27.5
ROMS,2021,MODO,0.5
ROMS,2021,NOCA,1
ROMS,2021,NOFL,2
ROMS,2021,RBWO,1.5
ROMS,2021,REVI,14
ROMS,2021,RTHA,0.5
ROMS,2021,RTHU,1
ROMS,2021,RWBL,31.5
ROMS,2021,SOSP,1
ROMS,2021,TRES,10
ROMS,2021,VIRA,1
ROMS,2021,WAVI,15
ROMS,2021,YBCU,2
ROMS,2021,YWAR,47
ROWB,1991,AMGO,0.5
ROWB,1991,AMRO,2.5
ROWB,1991,BAOR,4
ROWB,1991,BGGN,1
ROWB,1991,BHCO,1
ROWB,1991,BLJA,1
ROWB,1991,BTNW,0.25
ROWB,1991,CHSP,1
ROWB,1991,COGR,2
ROWB,1991,COYE,4
ROWB,1991,DOWO,1
ROWB,1991,EAKI,2
ROWB,1991,EAWP,3
ROWB,1991,EUST,1
ROWB,1991,EWPW,1
ROWB,1991,GCFL,3
ROWB,1991,HOWR,11
ROWB,1991,MODO,1
ROWB,1991,NOFL,2
