site,ABDU,AMBI,AMCR,AMGO,AMKE,AMRE,AMRO,AMWO,BAEA,BANS,BAOR,BBCU,BCCH,BEKI,BGGN,BHCO,BLBW,BLJA,BOBO,BRCR,BRTH,BTNW,CAGO,CARW,CAWA,CEDW,CHSP,CHSW,COGR,COHA,CONI,COYE,CSWA,CWWI,DOWO,EABL,EAKI,EAME,EAPH,EASO,EATO,EAWP,EUST,EWPW,FISP,GCFL,GHOW,GRCA,GRHE,HAWO,HOFI,HOME,HOWR,INBU,KILL,LEBI,LEFL,MALL,MAWA,MAWR,MODO,NOCA,NOFL,NOGO,NOMO,NRWS,NSWO,OROR,PBGR,PIWA,PROW,RBGR,RBNU,RBWO,REVI,RHWO,RTHA,RTHU,RWBL,SCTA,SORA,SOSP,SPSA,SSHA,SWSP,TRES,VEER,VIRA,WAVI,WBNU,WEVI,WIFL,WISN,WITU,WIWR,WODU,WTSP,YBCU,YTVI,YWAR
2001_DCSD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001_TMSL,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,4.00,3.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,1.00,1.00,2.00,0.00,2.00,0.00,9.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,16.00
2001_RARO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,5.50,0.00,0.00,0.00,2.00,7.00,2.50,0.00,4.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,10.00,0.00,0.00,7.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00
2002_ROWB,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,1.00,3.00,2.00,4.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,1.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,0.00,0.00,3.00,0.00,0.00,0.00,8.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00
2002_ROWP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,5.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00
2002_WPWC,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,4.00,5.00,0.00,1.00,1.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
2002_SRS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002_SRS2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003_IDSS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,10.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
2003_WPWC,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,2.50,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,7.00,0.00,0.00,1.00,0.00,6.50,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,4.50,0.00,1.00,1.00,2.00,0.00,5.50,0.00,0.00,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
2003_BGGR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
2003_STDP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.00,1.50,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.25,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,1.00,3.50,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
2004_ROMS,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,9.00,0.00,3.50,0.00,1.00,2.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,14.00,1.00,0.00,1.50,0.00,7.00,0.00,0.00,0.00,2.00,10.50,5.00,0.00,4.00,3.00,0.00,8.00,0.00,1.00,0.00,0.00,18.50,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,1.00,10.00,0.00,0.00,11.50,0.00,0.00,0.00,12.00,0.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00
2004_IDSS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2004_DCJS,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,8.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50
2004_ROMF,0.00,0.00,0.00,0.00,0.00,2.00,2.50,1.00,0.00,0.00,12.00,1.00,2.00,0.00,1.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,14.50,0.00,0.00,3.00,0.00,6.00,0.00,0.00,0.00,3.00,12.00,5.50,2.50,1.50,3.50,0.00,8.00,0.00,1.00,0.00,0.00,24.50,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,4.50,0.00,0.50,0.00,6.50,1.00,0.00,9.00,0.00,0.00,0.25,17.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.50
2005_ROMS,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,8.50,0.00,3.00,0.00,1.00,5.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,7.50,0.00,0.00,4.00,0.00,6.00,0.00,0.00,0.00,2.00,11.50,2.00,0.00,5.00,3.00,0.00,8.00,0.00,0.00,0.00,0.00,18.50,3.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,10.50,0.00,0.00,0.00,7.00,0.00,0.00,6.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00,16.50
